SO11.txt.pos	19930928
SO110.txt.pos	19921216
SO12.txt.pos	19930928
SO13.txt.pos	19930304
SO15.txt.pos	19920515
SO16.txt.pos	19920225
SO17.txt.pos	19950225
SO18.txt.pos	19920108
SO19.txt.pos	19920225
cs.morph015	19950715
cs.morph016	19950805
cs.morph031	19950807
cs.morph031	19950806
cs.morph035	19950807
cs.morph037	19950807
els.morph001	19850130
els.morph002	19850130
els.morph003	19850130
els.morph004	19850130
els.morph005	19850130
els.morph007	19850511
els.morph022	19861003
els.morph023	19861003
els.morph024	19861003
els.morph025	19861003
els.morph041	19860928
els.morph042	19860926
els.morph051	19860701
els.morph054	19860701
els.morph055	19860701
els.morph056	19860701
els.morph058	19860701
sole.morph001	19940525
sole.morph004	19940525
sole.morph006	19940525
sole.morph007	19940525
sole.morph009	19940525
sole.morph013	19940525
sole.morph014	19940525
sole.morph015	19940525
sole.morph018	19940525
sole.morph019	19940525
sole.morph020	19940525
sole.morph021	19940525
sole.morph022	19940525
sole.morph024	19940525
sole.morph027	19940525
sole.morph030	19940525
sole.morph034	19940525
sole.morph044	19940525
sole.morph048	19940525
sole.morph050	19940525
