1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
1.0	0.72
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.98	0.74
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.97	0.75
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.96	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.75
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.94	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.93	0.76
0.92	0.76
0.92	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.91	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.9	0.76
0.88	0.76
0.88	0.76
0.88	0.76
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.88	0.77
0.87	0.77
0.87	0.77
0.87	0.77
0.87	0.77
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.86	0.76
0.85	0.76
0.85	0.76
0.85	0.76
0.85	0.76
0.85	0.76
0.85	0.76
